"sex","age","state","undocu","edyrs","income"
"Female",82,"Texas","No",9,71.982
"Male",54,"California","No",4,66.94
"Male",61,"California","Yes",1,54.194
"Male",46,"Other","No",11,75.546
"Male",59,"Florida","No",9,74.978
"Female",55,"California","No",7,77.187
"Male",42,"Other","No",10,71.214
"Female",60,"Florida","No",11,87.337
"Male",52,"Other","No",8,67.275
"Male",60,"California","No",11,93.711
"Female",46,"Other","No",7,70.287
"Male",48,"Other","No",10,68.772
"Male",59,"Other","No",11,72.984
"Male",51,"Florida","Yes",6,55.904
"Male",50,"Other","No",9,66.653
"Female",59,"Florida","Yes",10,62.072
"Male",49,"Other","Yes",8,48.138
"Female",52,"Other","No",9,65.563
"Male",65,"Illinois","No",13,94.248
"Female",48,"Other","No",12,76.841
"Female",50,"Florida","Yes",7,53.494
"Male",72,"Other","No",11,74.903
"Female",43,"Other","No",11,71.558
"Female",38,"California","No",7,76.549
"Male",69,"California","No",7,79.351
"Male",57,"Other","Yes",6,53.273
"Female",43,"Florida","No",9,71.347
"Male",55,"Other","No",9,69.183
"Male",57,"Texas","No",10,76.306
"Female",40,"New York","No",9,85.521
"Female",52,"New York","No",11,90.206
"Male",63,"Texas","No",10,80.489
"Male",57,"New York","No",11,92.524
"Female",60,"California","No",10,100.056
"Female",57,"Other","Yes",6,66.867
"Female",47,"California","Yes",1,59.074
"Female",38,"California","No",6,76.113
"Male",57,"Illinois","No",14,97.078
"Male",50,"Other","No",13,82.789
"Female",68,"Other","No",14,104.712
"Male",45,"Other","No",13,85.055
"Male",50,"New York","No",12,95.741
"Male",54,"California","Yes",5,61.839
"Female",53,"New York","No",11,90.606
"Male",48,"California","No",7,76.543
"Male",38,"Texas","No",11,80.185
"Male",56,"Other","Yes",8,51.687
"Female",49,"Illinois","Yes",6,53.846
"Male",63,"California","Yes",3,74.948
"Male",40,"Other","No",9,63.425
"Male",56,"New York","No",10,89.099
"Female",44,"Other","No",11,73.524
"Male",58,"New York","Yes",5,63.544
"Female",39,"New York","Yes",2,49.984
"Male",52,"New York","No",8,82.128
"Female",51,"California","No",8,82.883
"Male",58,"Illinois","No",10,86.232
"Female",63,"New York","No",13,99.377
"Male",70,"Texas","Yes",5,52.592
"Female",27,"Florida","Yes",8,48.809
"Male",62,"Other","No",10,71.15
"Female",52,"Florida","Yes",5,50.652
"Male",47,"Other","Yes",4,39.006
"Female",57,"Other","No",10,69.24
"Male",61,"California","No",8,105.726
"Male",34,"California","No",9,79.129
"Female",44,"California","Yes",3,55.664
"Male",57,"Other","No",11,74.485
"Female",42,"Other","Yes",4,39.196
"Male",64,"Texas","No",12,93.862
"Male",72,"Other","No",10,84.457
"Male",61,"New York","No",11,93.764
"Female",56,"California","No",9,83.652
"Male",67,"Florida","No",10,76.676
"Female",33,"Illinois","No",10,73.015
"Female",58,"Texas","No",8,68.843
"Female",58,"Florida","No",9,74.01
"Female",53,"California","No",6,72.727
"Male",49,"New York","No",15,108.522
"Female",43,"Other","No",8,66.094
"Female",59,"Other","No",10,69.71
"Female",56,"California","No",11,91.434
"Female",52,"California","Yes",7,64.524
"Male",57,"Other","No",8,70.473
"Male",39,"New York","No",8,80.865
"Female",42,"Texas","No",11,77.023
"Female",65,"California","No",6,75.514
"Male",50,"New York","No",10,97.348
"Male",56,"California","No",12,94.526
"Male",56,"Florida","No",11,92.979
"Female",66,"California","No",7,81.891
"Female",68,"Florida","Yes",6,57.045
"Male",65,"Texas","No",9,83.193
"Male",46,"Other","No",11,72.078
"Male",32,"Other","No",11,65.324
"Male",60,"Other","No",8,69.032
"Female",41,"Other","No",11,73.207
"Female",59,"Other","No",9,71.25
"Male",59,"Florida","No",12,90.399
"Male",60,"Other","No",11,82.156
"Female",53,"Other","No",10,69.691
"Female",60,"New York","Yes",9,68.783
"Female",46,"Texas","Yes",6,53.218
"Male",54,"Texas","No",10,78.66
"Female",36,"Other","No",10,65.412
"Male",48,"Other","No",8,68.05
"Male",59,"California","No",5,76.245
"Female",39,"California","No",10,86.079
"Female",79,"Other","Yes",4,47.892
"Female",63,"Other","No",12,78.645
"Female",45,"Texas","No",11,90.001
"Male",49,"Other","No",13,79.753
"Female",57,"California","No",9,84.037
"Male",57,"Other","No",13,80.502
"Female",59,"California","Yes",0,54.187
"Female",49,"Texas","No",10,74.342
"Male",50,"Other","No",14,86.218
"Male",48,"Florida","No",10,76.169
"Male",61,"Other","No",10,69.734
"Male",66,"California","No",7,76.557
"Female",54,"California","No",9,86.81
"Male",60,"New York","No",13,117.058
"Female",74,"California","Yes",6,65.066
"Female",69,"Florida","No",10,81.271
"Male",51,"California","No",12,97.111
"Male",51,"California","No",11,114.519
"Male",66,"California","No",5,71.821
"Male",55,"Texas","No",7,69.004
"Female",68,"Other","Yes",8,48.502
"Male",59,"Other","No",14,86.653
"Male",48,"Other","No",11,75.943
"Female",45,"California","No",5,69.68
"Female",49,"New York","No",11,99.076
"Male",49,"Other","No",9,68.182
"Male",45,"California","No",6,79.852
"Male",53,"Illinois","No",10,81.615
"Male",58,"Illinois","No",13,102.355
"Female",69,"Other","No",9,66.49
"Male",45,"Other","No",12,80.509
"Male",43,"California","No",9,85.068
"Female",40,"Other","No",13,81.465
"Female",48,"California","No",7,76.286
"Male",53,"Other","Yes",5,49.726
"Female",42,"Other","No",12,77.482
"Male",58,"New York","No",11,92.62
"Female",50,"New York","No",11,95.688
"Male",52,"Illinois","No",10,95.767
"Male",53,"California","No",10,105.966
"Male",64,"Other","No",13,86.922
"Female",53,"New York","Yes",7,73.868
"Female",65,"Other","No",12,77.847
"Male",55,"Other","Yes",8,47.497
"Male",54,"California","Yes",2,63.162
"Male",61,"Florida","Yes",4,50.292
"Female",55,"California","No",12,95.123
"Male",41,"Other","No",11,69.052
"Female",59,"Other","No",11,87.197
"Female",53,"Other","No",10,73.295
"Female",45,"California","No",5,74.596
"Female",50,"Other","Yes",5,46.483
"Female",65,"Florida","Yes",6,54.206
"Female",54,"Illinois","No",12,87
"Male",62,"Other","Yes",7,50.456
"Male",48,"Florida","No",14,90.963
"Female",37,"New York","No",9,77.102
"Female",55,"Texas","Yes",6,50.148
"Male",41,"New York","No",10,88.676
"Male",63,"Other","No",15,92.507
"Female",72,"Other","No",13,89.511
"Female",60,"California","No",9,88.211
"Female",51,"Other","No",10,68.942
"Male",47,"Other","No",11,80.08
"Male",46,"Texas","Yes",3,43.265
"Female",58,"California","No",10,95.798
"Male",54,"Florida","Yes",7,58.088
"Female",56,"Texas","No",8,75.967
"Male",54,"Texas","No",10,74.715
"Male",50,"California","No",7,85.357
"Female",45,"Other","No",13,80.389
"Female",53,"California","No",5,70.799
"Female",51,"California","Yes",1,51.605
"Female",68,"Texas","Yes",6,53.668
"Female",51,"California","No",7,87.58
"Female",45,"Other","No",14,81.52
"Female",74,"Other","No",14,96.231
"Male",40,"Other","Yes",7,46.606
"Female",61,"California","No",3,65.417
"Male",44,"California","No",10,86.605
"Female",41,"Texas","No",11,87.16
"Male",53,"Other","No",11,85.18
"Female",59,"New York","Yes",7,64.168
"Female",37,"Other","No",11,66.857
"Female",55,"Other","Yes",7,51.158
"Male",58,"Other","Yes",5,43.922
"Male",62,"California","No",5,72.734
"Male",40,"Other","Yes",5,40.532
"Female",59,"California","No",7,77.805
"Male",43,"California","Yes",5,59.362
"Male",59,"California","Yes",2,66.049
"Female",57,"Other","No",11,72.986
"Male",58,"California","Yes",3,57.656
"Female",56,"Texas","Yes",5,48.557
"Female",61,"New York","No",11,92.04
"Male",50,"Other","Yes",6,44.192
"Female",46,"Other","Yes",9,51.553
"Male",36,"Other","No",12,71.012
"Male",57,"Texas","Yes",7,52.646
"Female",37,"New York","No",10,88.195
"Female",36,"California","No",7,71.648
"Female",42,"California","No",8,79.114
"Female",61,"California","No",6,77.272
"Male",58,"Illinois","No",11,90.045
"Female",65,"Illinois","No",14,92.942
"Male",47,"New York","Yes",5,61.695
"Male",54,"New York","No",13,98.235
"Female",36,"New York","No",12,88.894
"Male",53,"Florida","No",11,82.595
"Male",55,"California","No",5,71.112
"Male",31,"California","No",5,62.773
"Male",39,"California","No",8,78.692
"Male",46,"Florida","No",13,87.527
"Female",53,"Illinois","No",12,86.126
"Female",44,"California","Yes",3,58.02
"Male",52,"Texas","Yes",7,73.935
"Male",55,"Texas","No",12,82.378
"Male",41,"California","Yes",5,69.084
"Female",48,"California","No",8,79.964
"Male",50,"California","No",12,96.998
"Male",55,"California","No",4,73.226
"Male",48,"Texas","No",9,69.765
"Female",49,"Texas","No",13,87.174
"Female",49,"Florida","No",14,89.814
"Female",35,"Illinois","Yes",9,57.706
"Female",61,"New York","No",12,104.275
"Male",47,"Florida","No",10,78.65
"Female",49,"California","No",4,68.224
"Male",48,"California","No",7,76.575
"Male",54,"California","No",10,95.54
"Male",67,"Other","No",10,68.058
"Female",70,"New York","No",10,86.51
"Male",55,"California","No",8,82.309
"Female",47,"Other","No",14,83.332
"Female",52,"Other","No",11,71.593
"Female",51,"Other","No",11,76.912
"Male",50,"Florida","No",11,86.978
"Female",49,"Florida","No",10,76.769
"Female",48,"California","No",6,75.337
"Male",62,"Other","No",14,89.22
"Male",53,"Other","Yes",4,46.376
"Female",54,"Illinois","No",11,89.967
"Male",53,"Other","No",10,70.195
"Male",52,"California","Yes",1,58.075
"Female",32,"Illinois","Yes",7,56.113
"Male",58,"California","No",6,74.932
"Male",59,"Other","No",9,70.1
"Male",38,"Other","No",12,72.67
"Female",50,"California","No",3,62.155
"Male",40,"Florida","No",10,80.205
"Male",51,"Other","No",10,71.485
"Male",40,"Other","No",13,75.581
"Male",60,"Other","No",11,75.294
"Male",62,"New York","No",10,95.474
"Female",36,"Other","No",12,75.562
"Female",45,"Other","No",10,79.849
"Male",36,"California","No",7,72.66
"Female",52,"Texas","No",8,66.797
"Male",55,"Texas","No",14,93.864
"Male",56,"Other","No",11,74.658
"Female",69,"California","No",7,80.645
"Female",54,"California","No",6,82.15
"Male",57,"Illinois","No",11,91.307
"Female",58,"California","Yes",3,56.778
"Female",42,"Other","No",12,93.173
"Female",44,"Other","No",13,77.681
"Male",46,"Texas","Yes",8,75.365
"Female",62,"Other","No",11,87.083
"Male",58,"Other","Yes",6,52.454
"Male",66,"Other","No",14,85.605
"Female",59,"California","No",3,66.167
"Male",63,"California","No",7,81.432
"Female",47,"Other","Yes",5,43.164
"Female",59,"Other","No",11,74.424
"Male",36,"Other","No",12,73.432
"Male",54,"Florida","No",13,90.597
"Male",69,"Illinois","No",11,84.843
"Male",56,"Other","Yes",8,63.505
"Female",47,"Texas","No",12,82.09
"Female",35,"Other","No",9,59.265
"Female",52,"California","No",8,81.399
"Female",53,"California","No",7,82.316
"Female",56,"New York","No",10,94.643
"Male",52,"Other","No",13,80.08
"Male",48,"Other","No",10,70.234
"Male",56,"Other","No",11,73.19
"Female",60,"Florida","No",15,101.05
"Male",57,"California","No",8,86.619
"Male",64,"Florida","No",13,87.644
"Female",37,"Other","Yes",7,42.5
"Male",33,"California","Yes",2,52.433
"Male",54,"Other","No",11,74.228
"Female",51,"Other","No",13,80.366
"Male",54,"Other","No",10,73.07
"Female",52,"Other","No",11,84.52
"Female",54,"Other","No",10,71.673
"Male",44,"California","No",6,79.049
"Male",47,"Illinois","Yes",8,60.707
"Male",64,"Texas","No",11,81.332
"Male",55,"Florida","No",11,82.392
"Male",52,"California","No",8,82.908
"Male",38,"California","No",8,78.359
"Female",51,"Other","No",10,69.013
"Male",52,"California","No",10,89.054
"Male",72,"Texas","No",8,70.616
"Male",48,"Florida","No",11,92.882
"Female",50,"California","Yes",6,62.045
"Male",47,"Other","No",7,60.967
"Female",42,"California","Yes",3,64.257
"Male",44,"Other","Yes",5,49.88
"Female",44,"Other","No",13,80.136
"Male",56,"New York","No",10,87.276
"Female",32,"Florida","No",12,82.166
"Female",61,"California","No",9,87.834
"Male",51,"Other","No",13,85.17
"Male",55,"Texas","Yes",6,51.933
"Female",50,"Florida","No",14,91.123
"Male",50,"Other","No",9,64.175
"Male",38,"New York","No",13,94.695
"Female",31,"Texas","No",10,69.74
"Female",51,"California","No",7,78.625
"Female",45,"California","No",8,81.128
"Male",54,"California","No",9,90.118
"Male",83,"Florida","No",9,68.775
"Male",47,"Other","No",10,68.472
"Female",42,"California","No",5,77.89
"Female",40,"New York","No",13,93.079
"Female",42,"Other","Yes",6,43.184
"Female",52,"Other","Yes",7,45.411
"Female",40,"California","Yes",3,56.453
"Female",57,"New York","No",8,81.06
"Male",48,"Texas","No",10,76.985
"Female",52,"Other","No",9,66.64
"Male",48,"Other","No",10,68.226
"Male",55,"Other","Yes",8,50.444
"Male",63,"Other","No",11,75.305
"Male",31,"Florida","No",10,72.439
"Male",64,"New York","No",5,69.433
"Male",57,"Other","Yes",6,44.519
"Female",50,"California","No",9,84.535
"Male",51,"Texas","No",9,71.247
"Female",37,"Other","No",13,78.684
"Female",75,"Other","No",11,71.95
"Male",46,"California","No",9,85.103
"Female",51,"New York","Yes",6,62.634
"Male",55,"California","No",6,72.923
"Female",65,"Other","No",10,69.852
"Female",52,"New York","No",13,101.624
"Male",40,"Florida","No",10,72.27
"Female",57,"Other","Yes",4,39.459
"Male",54,"New York","Yes",8,66.734
"Female",60,"New York","No",13,103.892
"Male",52,"Florida","Yes",5,52.3
"Male",52,"Other","No",9,65.766
"Male",54,"California","No",7,83.701
"Female",28,"Illinois","No",10,72.55
"Female",44,"Other","No",13,78.502
"Male",42,"California","No",9,87.908
"Female",67,"New York","No",9,84.516
"Male",52,"Texas","No",12,86.276
"Female",53,"Other","No",12,76.813
"Male",55,"Texas","No",11,88.898
"Male",55,"Other","No",10,69.592
"Male",59,"Other","Yes",7,47.393
"Male",62,"Other","Yes",8,53.306
"Male",52,"Other","Yes",6,44.718
"Female",68,"California","No",4,66.32
"Male",50,"Other","No",11,73.359
"Female",56,"Other","No",6,56.12
"Female",65,"California","No",7,84.149
"Male",53,"Florida","No",10,87.785
"Male",38,"Other","No",8,60.975
"Male",38,"Florida","No",8,68.775
"Female",48,"Other","Yes",6,43.065
"Female",61,"Florida","No",11,89.996
"Female",27,"Florida","No",9,63.448
"Male",43,"Other","No",10,68.18
"Male",65,"Texas","No",8,68.705
"Female",69,"New York","No",9,85.752
"Male",51,"Florida","Yes",9,56.687
"Female",39,"Other","No",11,87.641
"Male",53,"Other","No",8,68.069
"Male",43,"Other","No",13,84.421
"Male",54,"California","Yes",4,62.56
"Female",51,"New York","Yes",7,68.848
"Male",52,"Other","No",10,71.97
"Male",60,"New York","No",10,91.543
"Female",61,"California","No",8,86.359
"Male",58,"California","No",4,69.352
"Male",60,"Other","No",9,66.024
"Male",48,"New York","No",13,99.827
"Male",48,"Florida","No",10,76.429
"Female",62,"Other","No",13,81.56
"Female",51,"California","No",8,84.42
"Male",51,"Florida","No",12,83.812
"Male",51,"New York","No",10,96.068
"Male",43,"New York","No",13,99.535
"Female",51,"Other","No",13,84.933
"Female",57,"Illinois","Yes",8,69.428
"Male",53,"Other","No",13,81.868
"Female",73,"California","No",6,73.202
"Male",55,"California","No",8,82.873
"Male",58,"California","No",8,83.188
"Male",47,"Other","No",12,74.446
"Male",51,"California","No",9,91.735
"Male",51,"Other","No",12,76.639
"Female",70,"Florida","No",10,83.147
"Male",53,"Other","No",10,70.77
"Female",48,"Other","No",12,77.479
"Female",40,"New York","Yes",4,67.72
"Female",61,"New York","No",10,88.481
"Male",48,"California","No",5,68.324
"Male",48,"Texas","Yes",6,52.229
"Male",49,"California","No",8,79.361
"Female",55,"Other","No",14,82.311
"Male",62,"Texas","Yes",6,49.635
"Female",53,"California","No",6,79.699
"Male",62,"California","Yes",1,70.341
"Female",55,"Other","No",13,81.519
"Male",57,"Other","No",9,69.882
"Male",43,"Other","No",13,78.185
"Male",44,"Other","Yes",8,46.948
"Male",52,"Texas","No",9,72.586
"Male",45,"Texas","No",11,76.623
"Female",55,"Other","No",8,62.789
"Male",29,"Other","No",10,62.781
"Female",53,"Florida","Yes",8,58.166
"Male",48,"Other","No",9,77.049
"Female",48,"California","No",8,79.046
"Male",45,"Other","No",13,78.339
"Male",65,"California","No",10,91.952
"Female",40,"Illinois","No",13,88.797
"Male",48,"Other","No",10,80.037
"Female",76,"Other","No",10,73.104
"Female",59,"Other","Yes",7,48.587
"Female",57,"Other","No",11,75.213
"Female",56,"Other","No",13,91.97
"Female",59,"Other","No",14,86.607
"Male",42,"Other","No",14,80.641
"Female",62,"Texas","Yes",8,55.102
"Female",63,"Other","No",10,85.467
"Male",45,"Other","No",11,76.712
"Male",62,"Other","No",7,70.541
"Female",71,"Other","No",12,75.582
"Female",74,"New York","Yes",5,57.737
"Male",54,"Texas","No",12,87.577
"Male",67,"California","No",5,71.726
"Female",36,"Other","No",11,68.008
"Female",64,"Illinois","No",12,92.726
"Male",62,"Other","No",10,76.863
"Male",65,"Texas","No",12,84.687
"Male",50,"Other","No",11,71.982
"Female",56,"Florida","No",9,92.461
"Female",40,"Other","No",10,65.237
"Female",63,"Other","No",10,74.342
"Female",54,"Other","No",8,64.274
"Male",35,"Florida","No",12,78.361
"Male",44,"Other","No",13,82.435
"Male",41,"Other","No",11,73.344
"Female",64,"Other","Yes",8,58.824
"Female",59,"California","Yes",1,66.04
"Male",58,"California","No",6,75.894
"Female",49,"Illinois","No",9,84.136
"Male",56,"Illinois","No",10,92.904
"Female",66,"Other","No",11,74.577
"Female",63,"Texas","No",13,86.078
"Male",43,"Texas","Yes",5,50.599
"Male",58,"California","Yes",5,62.988
"Female",51,"California","No",6,74.392
